row_id,property_owner,contractor,professional_permit_processor,overall_experience_obtaining_a_permit,use_permit,demo_permit,construction_permit_building_inspection,construction_permit_construction,construction_permit_encroachment_plan_fire,construction_permit_encroachment_plan_planning,construction_permit_permit_extensions,construction_permit_demolition,construction_permit_electrical,construction_permit_gas_hvac,approximately_how_many_permits_do_you_apply_for,was_your_permit_approved,approximately_how_long_did_it_take_from_the_time_you_applied_for_your_permit_to_receiving_an_approval_or_denial,did_someone_assist_you_with_the_permit_application_process,if_yes_in_which_manner_did_your_receive_assistance_check_all_that_apply,how_would_you_rate_your_overall_experience_obtaining_a_permit_from_the_city_of_baltimore,were_you_aware_that_dhcd_provides_online_tutorials_and_training_session_on_the_permitting_process,have_you_ever_utilized_an_of_the_online_tutorials_available_on_the_dhcd_website_to_assist_in_obtaining_your_permit,easy_or_hard_was_it_to_find_the_information_you_need_on_the_application_portal,how_easy_was_it_to_find_the_information_you_need_on_the_application_portal,challenge_poor_communication_response_time,challenge_conflicting_info,challenge_rude_difficult_staff,positive_negative_opinion_of_portal,improve_customer_service,improve_need_brand_new_process
712,FALSE,TRUE,FALSE,very easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,Email,Very Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
713,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Email,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
714,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,TRUE,negative,TRUE,TRUE
715,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Email,Very Difficult,yes,yes,both,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
716,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Email,Somewhat difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
717,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,5 per year,Yes,Less than 15 days,NA,NA,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
718,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,30 - 45 days,NA,Message Board,Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
719,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,No,Less than 15 days,NA,NA,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
720,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Phone,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
721,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Phone,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
722,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,15 - 30 days,NA,Message Board,Somewhat difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
723,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Phone,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
724,TRUE,TRUE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,easy,,FALSE,TRUE,TRUE,positive,TRUE,TRUE
725,FALSE,FALSE,TRUE,very easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Phone,Easy,yes,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
726,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,45 - 60 days,NA,NA,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
727,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,15 - 30 days,no,Personal visit,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
728,TRUE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,"By phone, Email, Message Board.  It is very hard to find help.  Like above, I could not check all that applied.",Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
729,FALSE,TRUE,FALSE,easy,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,Phone,Easy,yes,no,NA,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
730,FALSE,TRUE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,no,Email,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
731,FALSE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,30 - 45 days,NA,Walk-In In-Person,Difficult,no,yes,hard,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
732,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,45 - 60 days,NA,Message Board,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,NA,TRUE,TRUE
733,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,No,30 - 45 days,NA,just got the run around and could never speak with anyone,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
734,FALSE,FALSE,TRUE,very easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,NA,Very Easy,yes,yes,easy,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
735,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Phone,Somewhat difficult,no,no,both,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
736,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Less than 15 days,NA,Email,Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
737,FALSE,TRUE,FALSE,very easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,yes,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
738,TRUE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
739,TRUE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6 and above per year,No,Greater than 60 days,no,no assistance,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
740,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Phone,Difficult,no,no,hard,,TRUE,FALSE,TRUE,negative,FALSE,TRUE
741,FALSE,FALSE,TRUE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
742,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
743,TRUE,TRUE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1 per year,No,Greater than 60 days,NA,no assistance recieved,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
744,TRUE,FALSE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Walk-In In-Person,Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
745,FALSE,TRUE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
746,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,No,Greater than 60 days,NA,NA,Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
747,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Less than 15 days,NA,Walk-In In-Person,Very Difficult,yes,no,both,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
748,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
749,FALSE,TRUE,FALSE,easy,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,Message Board,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
750,TRUE,FALSE,FALSE,very easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,45 - 60 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,TRUE
751,FALSE,TRUE,FALSE,easy,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,15 - 30 days,NA,"Permit team pulled permit, I submitted for inspections ONLY.",Easy,no,no,both,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
752,FALSE,FALSE,TRUE,easy,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6 and above per year,NA,45 - 60 days,NA,"Email, Message Board & Phone",Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
753,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,no,no,both,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
754,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
755,TRUE,FALSE,FALSE,somewhat difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5 per year,Yes,Less than 15 days,NA,NA,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
756,FALSE,FALSE,TRUE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,no,Phone,Somewhat difficult,yes,yes,both,,TRUE,FALSE,TRUE,positive,FALSE,TRUE
757,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,NA,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
758,FALSE,TRUE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,phone and email (the survey is not allowing me to check both boxes),Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
759,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Email,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
760,FALSE,FALSE,TRUE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
761,FALSE,FALSE,TRUE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,Eventually email after contacting mayor's office and having permit chief telephone and be very rude.,Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
762,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
763,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,No,Greater than 60 days,NA,Email,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
764,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,15 - 30 days,NA,NA,Very Difficult,yes,yes,hard,,TRUE,TRUE,TRUE,negative,TRUE,FALSE
765,TRUE,TRUE,FALSE,very easy,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Very Easy,yes,no,easy,,TRUE,FALSE,FALSE,positive,TRUE,TRUE
766,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,"Only allows one!! Phone, email, hand delivered letters from my lawyer,  and my lawyer tracked people down at their offices.",Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
767,FALSE,FALSE,TRUE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,Email,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
768,FALSE,FALSE,TRUE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Contractor,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
769,TRUE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
770,TRUE,FALSE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,Email,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
771,FALSE,TRUE,FALSE,very easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,yes,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
772,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,no,Walk-In In-Person,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
773,TRUE,TRUE,FALSE,very difficult,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
774,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Less than 15 days,NA,I needed specific guidance to upload my drawings to be sent through the portal,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
775,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,No,Greater than 60 days,NA,Message Board,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
776,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,no,Email,Somewhat difficult,yes,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
777,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6 and above per year,Yes,Greater than 60 days,no,Email,Very Difficult,yes,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
778,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2 - 5 per year,No,Greater than 60 days,NA,NA,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
779,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Phone,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
780,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
781,TRUE,TRUE,TRUE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,15 - 30 days,NA,NA,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
782,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
783,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
784,TRUE,FALSE,FALSE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,45 - 60 days,NA,Walk-In In-Person,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
785,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,Message Board,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
786,FALSE,TRUE,TRUE,easy,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Less than 15 days,NA,Message Board,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
787,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1 per year,Yes,Greater than 60 days,no,Walk-In In-Person,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
788,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
789,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,15 - 30 days,NA,Phone,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
790,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,no,Most of above but will only let me enter one,Very Difficult,yes,yes,hard,,FALSE,FALSE,TRUE,negative,TRUE,TRUE
791,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,45 - 60 days,NA,NA,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
792,FALSE,FALSE,TRUE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Less than 15 days,NA,Phone,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
793,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,"Phone and email. This section says ""check all that apply,"" but uses radio buttons that only allow one selection.",Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
794,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,Phone,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
795,TRUE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,15 - 30 days,NA,NA,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
796,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,NA,15 - 30 days,NA,Walk-In In-Person,Difficult,no,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
797,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,NA,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
798,TRUE,FALSE,FALSE,very difficult,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,45 - 60 days,NA,Phone,Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
799,FALSE,TRUE,FALSE,difficult,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6 and above per year,Yes,15 - 30 days,NA,Phone,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
800,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
801,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,I ended up having to come to office because I wasn't getting call backs,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
802,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1 per year,Yes,15 - 30 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,FALSE,FALSE,TRUE,negative,TRUE,TRUE
803,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Message Board,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
804,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,no,Email,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
